paragrafos,produto,tipo,classe,similaridade
"OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS S.A., instituição financeira com domicílio na cidade de São Paulo, estado de São Paulo, na Rua Joaquim Floriano nº 1.052, 13º andar, Itaim Bibi, CEP 04534-004, inscrita no CNPJ/MF sob o nº 36.113.876/0004-34, neste ato representada nos termos de seu estatuto social, na qualidade de representante da comunhão dos titulares das Letras Financeiras (conforme abaixo definidas) (“Titulares de Letras Financeiras”), nos termos da regulamentação e legislação aplicáveis (“Agente de Letras Financeiras” ou “Agente de Letras”), ",LF,ESCRITURA ,agente_liquidante_e_escriturador,0.9999999999999993
"firmam o presente “Instrumento Particular da [1]ª ([Primeira]) Emissão para Distribuição Pública de Letras Financeiras, Não Sujeita a Registro, do BancoSeguro s.a.” (“Instrumento de Emissão”), que (a) prevê a emissão, pelo Emitente, de letras financeiras (“Emissão” e “Letras Financeiras”, respectivamente), nos termos da Lei nº 12.249, de 11 de junho de 2010, conforme alterada (“Lei nº 12.249”), e da Resolução do Conselho Monetário Nacional nº 5.007, de 24 de março de 2022, conforme alterada (“Resolução CMN nº 5.007” e “CMN”, respectivamente), as quais serão distribuídas publicamente nos termos nos termos da Lei nº 6.385, de 7 de dezembro de 1976, conforme alterada (“Lei do Mercado de Valores Mobiliários”), da Resolução da Comissão de Valores Mobiliários (“CVM”) nº 8, de 14 de outubro de 2020, conforme alterada (“Resolução CVM 8”), e das demais disposições legais e regulamentares aplicáveis à distribuição pública das Letras Financeiras (“Oferta”); e (b) será regido pelas cláusulas e condições dispostas a seguir:",LF,ESCRITURA ,registro_na_cvm,1.0
AUTORIZAÇÕES,LF,ESCRITURA ,direito_de_preferencia,0.9561172464330591
"O presente Instrumento de Emissão é firmado com base no artigo 9º, caput e §1º, do Estatuto Social do Emitente e nas deliberações tomadas em reunião da diretoria do Emitente, realizada em [•] de [•] de 2024, devidamente registrada na JUCESP, em [•] de [•] de 2024, sob o n. [•], na qual (i) foi aprovada a realização da Emissão e da Oferta; e (ii) a diretoria do Emitente foi autorizada a: (a) celebrar todos os documentos e praticar todos os atos necessários à efetivação das deliberações ali consubstanciadas, incluindo a celebração de todos os documentos necessários à concretização da Emissão e da Oferta, bem como seus eventuais aditamentos; (b) discutir, negociar e definir os termos e condições da Emissão e da Oferta não estabelecidos na referida reunião; (c) formalizar a contratação de instituições financeiras integrantes do sistema de distribuição de valores mobiliários (“Coordenadores”), sob regime de melhores esforços de distribuição, e demais prestadores de serviço necessários à implementação da Emissão e da Oferta, tais como o Escriturador (conforme abaixo definido), o Agente de Letras Financeiras, os assessores legais, a B3 S.A. – Brasil, Bolsa, Balcão (“B3”), a agência de rating, entre outros, podendo, para tanto, negociar e assinar os respectivos contratos de prestação de serviços; e (d) independentemente de qualquer aprovação, aditar os documentos da Oferta, incluindo este Instrumento de Emissão, conforme o caso, (d.1) em virtude da necessidade de atendimento de exigências da B3, da CVM, da ANBIMA – Associação Brasileira das Entidades dos Mercados Financeiro e de Capitais (“ANBIMA”), do BACEN (conforme abaixo definido) ou em consequência de normas legais e/ou regulamentares; (d.2) para correção de erros grosseiros, tais como de digitação ou aritméticos; e/ou (d.3) para atualização dos dados cadastrais das Partes, tais como alteração na razão social, endereço e telefone, entre outros, se necessário (“Aprovação Societária”). ",LF,ESCRITURA ,autorizacoes,0.9994170138375986
REQUISITOS,LF,ESCRITURA ,quantidade_de_debentures,0.9421138401196912
A Emissão e a Oferta serão realizadas de acordo com os requisitos dispostos abaixo.,LF,ESCRITURA ,numero_da_emissao,0.9537727004689355
Arquivamento e Publicação de Atos Societários,LF,ESCRITURA ,arquivamento_na_junta_comercial,0.91842745395802
"A ata da Aprovação Societária foi arquivada na Junta Comercial do Estado de São Paulo (“JUCESP”), em [•] de [•] de 2024, sob o no [•], e publicada no jornal “Folha de São Paulo” em [•] de [•] de 2024, com divulgação simultânea da sua íntegra na página do referido jornal na internet, com certificação digital da autenticidade do documento mantida na página própria emitida por autoridade certificadora credenciada no âmbito da Infraestrutura de Chaves Públicas Brasileiras (ICP-Brasil). ",LF,ESCRITURA ,arquivamento_na_junta_comercial,0.9947669404534535
Registro do Instrumento de Emissão e seus Aditamentos ,LF,ESCRITURA ,inscricao_desta_escritura_de_emissao_e_seus_eventuais_aditamentos,0.9559217539453331
"Este Instrumento de Emissão e eventuais aditamentos serão registrados, pelo Emitente, no cartório de registro de títulos e documentos da sede das Partes, qual seja, na cidade de São Paulo, estado de São Paulo (“Cartório de Registro de Títulos e Documentos”), em até 5 (cinco) Dias Úteis (conforme abaixo definidos) contados da data da sua respectiva celebração. O Emitente se obriga a enviar ao Agente de Letras Financeiras (i) em até 5 (cinco) Dias Úteis contados da celebração deste Instrumento de Emissão ou de eventual aditamento, conforme o caso, cópia do protocolo para registro deste Instrumento de Emissão ou para averbação de eventual aditamento, conforme o caso, no Cartório de Registro de Títulos e Documentos, e (ii) 1 (uma) via original deste Instrumento de Emissão devidamente registrado, bem como de seus eventuais aditamentos devidamente averbados no Cartório de Registro de Títulos e Documentos, em até 2 (dois) Dias Úteis contados da data de obtenção do respectivo registro ou averbação. [Nota Machado Meyer: a Companhia sugeriu prazo de 5DU.]",LF,ESCRITURA ,inscricao_desta_escritura_de_emissao_e_seus_eventuais_aditamentos,1.0
Regulação da Oferta pela CVM e pela ANBIMA,LF,ESCRITURA ,atribuicoes_especificas,0.8507323387730081
"A presente Oferta não está sujeita a registro na CVM, nos termos do artigo 2º da Resolução CVM 8, de modo que a CVM não analisou previamente esta Oferta. A distribuição das Letras Financeiras não implica, por parte da CVM, a garantia de veracidade das informações prestadas, de adequação das Letras Financeiras à legislação vigente ou julgamento sobre a qualidade do Emitente ou dos Coordenadores.",LF,ESCRITURA ,destinacao_dos_recursos,0.9677269603637951
"A Oferta será realizada nos termos da Resolução CVM 8 e não será objeto de registro perante a ANBIMA, dado que este não está previsto no “Código ANBIMA de Autorregulação para Estruturação, Coordenação e Distribuição de Ofertas Públicas de Valores Mobiliários e Ofertas Públicas de Aquisição de Valores Mobiliários”, em vigor desde 1 de fevereiro de 2024.",LF,ESCRITURA ,do_agente_fiduciario,0.921203191953976
Informações Obrigatórias – Artigo 7º e Anexo B da Resolução CVM 8,LF,ESCRITURA ,deveres,0.9272345540383727
"As informações obrigatórias exigidas nos termos do Artigo 7º e do Anexo B da Resolução CVM 8 constam do “Documento de Informações Essenciais – DIE de Letras Financeiras da [1]ª ([Primeira]) Emissão do BancoSeguro S.A.”, que será disponibilizado no endereço do Emitente na rede mundial de computadores, sendo que o acesso ao documento não poderá ser restrito por senhas ou qualquer empecilho ao acesso do público em geral (“DIE”).",LF,ESCRITURA ,atribuicoes_especificas,0.9514366978470774
Objeto Social do Emitente,LF,ESCRITURA ,objeto_social,0.926830544996366
"O Emitente tem como objeto social a prática de todas as operações bancárias ativas, passivas e acessórias, inerentes às respectivas carteiras autorizadas (comercial e de investimento). ",LF,ESCRITURA ,objeto_social,0.9414453959968304
Destinação dos Recursos,LF,ESCRITURA ,destinacao_dos_recursos,0.9181884924317097
Os recursos obtidos pelo Emitente com a Emissão serão integralmente utilizados no curso ordinário dos negócios do Emitente. [Nota Machado Meyer: a Companhia sugeriu a exclusão dos itens 2.6.2 e 2.6.3 abaixo.],LF,ESCRITURA ,destinacao_dos_recursos,0.9655222901766536
Depósito para Distribuição e Negociação,LF,ESCRITURA ,deposito_para_distribuicao_e_negociacao,0.8864479251243759
"As Letras Financeiras serão depositadas para (i) distribuição no mercado primário por meio de sistema operacionalizado e administrado pela B3, sendo a distribuição das Letras Financeiras liquidada financeiramente por meio da B3; e (ii) negociação no mercado secundário por meio do CETIP 21 – Títulos e Valores Mobiliários (“CETIP21”), operacionalizado e administrado pela B3, observado que (i) a liquidação financeira das Letras Financeiras será realizada na conta B3 do Emitente ou mediante depósito de recursos na conta do Emitente indicada no “Contrato de Distribuição Pública da 1ª (Primeira) Emissão de Letras Financeiras, sob o Regime de Melhores Esforços de Colocação, do BancoSeguro S.A.” (“Contrato de Distribuição”); (ii) a custódia eletrônica das Letras Financeiras será realizada na B3; e (iii) a negociação das Letras Financeiras deverá sempre respeitar as disposições legais e regulamentares aplicáveis.",LF,ESCRITURA ,destinacao_dos_recursos,0.9801453995704035
CARACTERÍSTICAS DA EMISSÃO,LF,ESCRITURA ,fundo_de_amortizacao,0.9999999999999999
Número da Emissão,LF,ESCRITURA ,numero_da_emissao,0.9508800289127597
A presente Emissão representa a 1ª (primeira) emissão de letras financeiras do Emitente para distribuição pública.,LF,ESCRITURA ,numero_da_emissao,0.9970978519729885
Valor Total da Emissão,LF,ESCRITURA ,valor_total_da_emissao,0.9416068582312496
"O valor total da Emissão será de até R$ [750.000.000,00] ([setecentos e cinquenta milhões de reais]), observado o montante mínimo de R$ 500.000.000,00 (quinhentos milhões de reais) (“Montante Mínimo da Oferta”), na Data de Emissão (conforme abaixo definida).",LF,ESCRITURA ,valor_total_da_emissao,0.9745210825496982
Série,LF,ESCRITURA ,direito_de_preferencia,0.9469171434075536
A Emissão será realizada em série única.,LF,ESCRITURA ,numero_de_series,0.9503397859826769
Quantidade de Letras Financeiras,LF,ESCRITURA ,quantidade_de_debentures,0.9696805973941939
"Serão emitidas até [15.000] ([quinze mil]) Letras Financeiras. A quantidade de Letras Financeiras será apurada no Procedimento de Bookbuilding (conforme definido abaixo), para definição: (i) do valor total da Emissão, sujeito ao Montante Mínimo; e (ii) da quantidade de Letras Financeiras.",LF,ESCRITURA ,quantidade_de_debentures,1.0000000000000002
"O resultado decorrente do Procedimento de Bookbuilding será incluído neste instrumento por meio de aditamento, sem a necessidade de nova aprovação societária pela Emitente.",LF,ESCRITURA ,garantias,0.947644731871972
Coleta de Intenções de Investimento – Procedimento de Bookbuilding,LF,ESCRITURA ,mesa_diretora,0.9688322722309123
"Será adotado o procedimento de coleta de intenções de investimento, organizado pelos Coordenadores, sem lotes mínimos ou máximos, em conjunto com o Emitente, para definição: (i) do Valor Total da Emissão, observado o Montante Mínimo da Oferta; (ii) da quantidade total de Letras Financeiras objeto da Emissão; (iii) da Remuneração (conforme definido abaixo) (“Procedimento de Bookbuilding”).",LF,ESCRITURA ,plano_de_distribuicao,1.0
CARACTERÍSTICAS DAS LETRAS FINANCEIRAS,LF,ESCRITURA ,certificados_de_debentures_e_comprovacao_de_titularidade,0.9764568177473922
Valor Nominal Unitário,LF,ESCRITURA ,valor_nominal_unitario,0.9128095420546407
"O valor nominal unitário de cada Letra Financeira, na Data de Emissão, será de R$ 50.000,00 (cinquenta mil reais) (“Valor Nominal Unitário”).",LF,ESCRITURA ,valor_nominal_unitario,0.970193440682687
Data de Emissão,LF,ESCRITURA ,data_de_emissao,0.96445528949311
"Para todos os efeitos legais, a data de emissão das Letras Financeiras será [04] de [abril] de 2024 (“Data de Emissão”). ",LF,ESCRITURA ,data_de_emissao,0.9885700600473575
Forma,LF,ESCRITURA ,distribuicao__negociacao_e_custodia_eletronica,0.8679378592056224
"As Letras Financeiras serão emitidas exclusivamente sob a forma escritural, em sistema de registro administrado e operacionalizado pela B3, sem emissão de certificados.",LF,ESCRITURA ,forma_e_emissao_de_certificados,0.9660652926487577
Conversibilidade,LF,ESCRITURA ,direito_de_preferencia,0.9624234617858429
As Letras Financeiras não serão conversíveis em ações de emissão do Emitente.,LF,ESCRITURA ,conversibilidade_e_permutabilidade,0.994666519636415
Preço de Subscrição e Forma de Pagamento,LF,ESCRITURA ,preco_e_forma_de_subscricao_e_de_integralizacao,0.904704292269528
"As Letras Financeiras serão subscritas e integralizadas à vista, em moeda corrente nacional, no ato da respectiva subscrição (“Data de Subscrição”), durante o Prazo de Colocação, observado o período de, no mínimo, 24 (vinte e quatro) meses entre a integralização e o vencimento, de acordo com as normas de liquidação e procedimentos aplicáveis à B3. O preço de subscrição das Letras Financeiras será o seu Valor Nominal Unitário.",LF,ESCRITURA ,preco_e_forma_de_subscricao_e_de_integralizacao,0.9450711896675582
Forma e Comprovação de Titularidade,LF,ESCRITURA ,comprovacao_de_titularidade_das_debentures,0.9166373860944343
"As Letras Financeiras serão emitidas sob a forma nominativa, escritural, mediante o depósito e o registro eletrônico na B3 pelo Emitente, observadas as normas da B3, conforme definidas em seu regulamento e nos manuais aplicáveis. ",LF,ESCRITURA ,forma_e_emissao_de_certificados,0.9497785808760273
"Para todos os fins de direito, a titularidade das Letras Financeiras será comprovada por meio de extrato individualizado e, a pedido do Titular de Letras Financeiras, exclusivamente para fins do artigo 38, § 1º, da Lei nº 12.249, por meio de certidão de inteiro teor, ambos emitidos pela B3. Tal certidão será suficiente para habilitar qualquer medida judicial ou extrajudicial contra o Emitente, inclusive a execução de valores devidos nos termos deste Instrumento de Emissão. Adicionalmente, poderá ser expedido pelo Escriturador (conforme abaixo definido) extrato em nome do Titular de Letras Financeiras, com base nas informações geradas pela B3.",LF,ESCRITURA ,vencimento_antecipado,0.9668454438510634
Prazo e Data de Vencimento,LF,ESCRITURA ,prazo_e_data_de_vencimento,0.8887217580290668
"Ressalvadas as hipóteses de vencimento antecipado das obrigações decorrentes das Letras Financeiras, nos termos previstos nas Cláusulas 5.2 e 5.3 abaixo, e observada a Condição Suspensiva de Exigibilidade de Vencimento Antecipado (conforme abaixo definida), as Letras Financeiras terão prazo de vencimento de 24 (vinte e quatro) meses e 10 (dez) dias contados da Data de Emissão, vencendo-se, portanto, em [6] de [abril] de 2026 (“Data de Vencimento”).",LF,ESCRITURA ,prazo_e_data_de_vencimento,0.9462059556633995
Atualização Monetária,LF,ESCRITURA ,atualizacao_monetaria,0.9580537620200725
O Valor Nominal Unitário das Letras Financeiras não será atualizado monetariamente.,LF,ESCRITURA ,valor_nominal_unitario,0.9403791809603814
Remuneração,LF,ESCRITURA ,direito_de_preferencia,0.9560082814788079
Remuneração das Letras Financeiras:,LF,ESCRITURA ,direito_de_preferencia,0.9605345806926994
"Sobre o Valor Nominal Unitário incidirão juros remuneratórios correspondentes a 100% (cento por cento) da variação acumulada das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis (conforme termo definido abaixo), calculadas e divulgadas diariamente pela B3, no informativo diário disponível em sua página na rede mundial de computadores (http://www.b3.com.br) (“Taxa DI”), acrescida de sobretaxa (spread) de até [1,20% (um inteiro e vinte centésimos por cento)] ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, a ser definida de acordo com o Procedimento de Bookbuilding (“Remuneração”), calculados de forma exponencial e cumulativa pro rata temporis, por Dias Úteis decorridos, incidentes sobre o Valor Nominal Unitário, desde a Data de Emissão (inclusive) até a data do efetivo pagamento (exclusive) (“Período de Capitalização”), de acordo com os critérios definidos no “Caderno de Fórmulas – CDBs, DIs, DPGE, LAM, LC, LF, LFS, LFSC, LFSN, IECI e RDB – Cetip21”, disponível para consulta na página da B3 na rede mundial de computadores (http://www.b3.com.br), de acordo com a seguinte fórmula: ",LF,ESCRITURA ,juros_remuneratorios,0.9847954217550529
J = VNe x (Fator Juros – 1),LF,ESCRITURA ,remuneracao,0.922061383291181
onde:,LF,ESCRITURA ,certificados_de_debentures_e_comprovacao_de_titularidade,0.9434586035842928
"J = valor unitário da Remuneração devida no final do Período de Capitalização, calculado com 8 (oito) casas decimais, sem arredondamento;",LF,ESCRITURA ,remuneracao,0.9673547754611935
"VNe = Valor Nominal Unitário na Data de Emissão, informado/calculado com 8 (oito) casas decimais, sem arredondamento;",LF,ESCRITURA ,remuneracao,0.9639247528590518
"Fator Juros = Fator de juros calculado com 9 (nove) casas decimais, com arredondamento, apurado da seguinte forma:",LF,ESCRITURA ,remuneracao,0.948325659250924
Fator Juros = (FatorDI x FatorSpread),LF,ESCRITURA ,remuneracao,0.9258492869793142
"FatorDI = produtório das Taxas DI, da data de início do Período de Capitalização, inclusive, até a data de cálculo da Remuneração exclusive, calculado com 8 (oito) casas decimais, com arredondamento, apurado da seguinte forma:",LF,ESCRITURA ,remuneracao,0.9609049509779304
"k= número de ordem das Taxas DI, variando de 1 (um) até n;",LF,ESCRITURA ,resgate_antecipado,0.9331263697715526
"n = número total de Taxas DI consideradas no cálculo do ativo, sendo “n” um número inteiro;",LF,ESCRITURA ,decadencia_dos_direitos_aos_acrescimos,0.9503062852481766
"TDIk = Taxa DI de ordem k, expressa ao dia, calculada com 8 (oito) casas decimais, com arredondamento, apurado da seguinte forma:",LF,ESCRITURA ,remuneracao,0.9406278916160485
"DIk = Taxa DI de ordem k, divulgada pela B3, utilizada com 2 (duas) casas decimais;",LF,ESCRITURA ,indisponibilidade_da_taxa_di,0.9537276503341598
"Fator Spread = Fator calculado com 9 (nove) casas decimais, com arredondamento, calculado conforme a seguinte fórmula:",LF,ESCRITURA ,remuneracao,0.9462402034492747
"spread = 1,2000 (um inteiro e dois mil décimos de milésimos);",LF,ESCRITURA ,deveres,0.8995726181821136
"DP = número de Dias Úteis entre a Data de Emissão (inclusive) e a Data de Vencimento, sendo “DP” um número inteiro;",LF,ESCRITURA ,remuneracao,0.9408982269551187
Observações:,LF,ESCRITURA ,direito_de_preferencia,0.9532426917796503
"o fator resultante da expressão (1 + TDIk) é considerado com 16 (dezesseis) casas decimais, sem arredondamento;",LF,ESCRITURA ,remuneracao,0.9402021696726645
"efetua-se o produtório dos fatores diários (1 + TDIk), sendo que, a cada fator diário acumulado, trunca-se o resultado com 16 (dezesseis) casas decimais, aplicando-se o próximo fator diário, e assim por diante até o último considerado; e",LF,ESCRITURA ,remuneracao,0.9403547865523342
"a Taxa DI deverá ser utilizada considerando idêntico número de casas decimais divulgado pelo órgão responsável pelo seu cálculo, salvo quando expressamente indicado de outra forma.",LF,ESCRITURA ,remuneracao,0.9300619141835976
"Se, a qualquer tempo durante a vigência das Letras Financeiras, não houver divulgação da Taxa DI por até 10 (dez) dias consecutivos, será aplicada a última Taxa DI disponível até o momento para cálculo da Remuneração, não sendo devidas quaisquer compensações entre o Emitente e os Titulares de Letras Financeiras quando da divulgação posterior da Taxa DI que seria aplicável. ",LF,ESCRITURA ,indisponibilidade_da_taxa_di,0.9869710096149233
"No caso de extinção, indisponibilidade temporária ou ausência de apuração da Taxa DI por mais de 10 (dez) dias consecutivos após a data esperada para sua apuração e/ou divulgação, ou, ainda, no caso de sua extinção ou impossibilidade de sua aplicação por imposição legal ou determinação judicial, o Agente de Letras Financeiras deverá, em até 5 (cinco) dias após (i) o término do prazo de 10 (dez) dias consecutivos da indisponibilidade temporária ou ausência de apuração da Taxa DI; ou (ii) a data de extinção da Taxa DI ou de impossibilidade de sua aplicação por imposição legal ou determinação judicial, convocar uma Assembleia Geral (conforme abaixo definida) de Titulares de Letras Financeiras, de acordo com os termos deste Instrumento de Emissão, para decidir, conjuntamente com o Emitente, a respeito das novas diretrizes de remuneração das Letras Financeiras, que deverão ser aquelas que melhor reflitam as condições do mercado interbancário vigentes à época. Até a definição dessas novas diretrizes de remuneração das Letras Financeiras, a última Taxa DI divulgada deverá ser utilizada no cálculo de quaisquer obrigações pecuniárias relacionadas às Letras Financeiras, não sendo devida qualquer compensação financeira entre o Emitente e os Titulares de Letras Financeiras quando da definição de tais novas diretrizes.",LF,ESCRITURA ,indisponibilidade_do_ipca,0.9999999999999999
"Caso a Taxa DI venha a ser divulgada antes da realização da Assembleia Geral, ou  taxa oficial que a substitua, conforme aplicável, a referida Assembleia Geral não será mais realizada, e a Taxa DI divulgada ou a taxa oficial que a substitua, conforme aplicável, passará a ser utilizada para o cálculo da Remuneração a partir da data da respectiva divulgação da Taxa DI ou da taxa oficial que a substitua.",LF,ESCRITURA ,indisponibilidade_da_taxa_di,0.9742910509328547
"Na hipótese de ausência de acordo na Assembleia Geral sobre a taxa substitutiva da Taxa DI entre o Emitente e os Titulares de Letras Financeiras representando, em qualquer convocação, no mínimo, 2/3 (dois terços) do total das Letras Financeiras em Circulação (conforme abaixo definidas), será considerada, para fins de Remuneração, até a Data de Vencimento, a última Taxa DI divulgada.",LF,ESCRITURA ,indisponibilidade_da_taxa_di,0.9797846029557011
Local de Pagamento,LF,ESCRITURA ,local_de_pagamento,0.9233942943414271
"Os pagamentos referentes às Letras Financeiras, bem como a quaisquer outras obrigações pecuniárias eventualmente devidas pelo Emitente no âmbito deste Instrumento de Emissão, serão efetuados pelo Emitente, sem aplicação de qualquer dedução (exceto eventuais deduções previstas em leis tributárias) ou compensação, nos termos do artigo 368 da Lei nº 10.406, de 10 de janeiro de 2002, conforme alterada (“Código Civil”), e por meio dos procedimentos adotados pela B3.",LF,ESCRITURA ,local_de_pagamento,0.9999999999999999
Prorrogação dos Prazos,LF,ESCRITURA ,prorrogacao_dos_prazos,0.9192636469685157
"Considerar-se-ão automaticamente prorrogadas as datas de pagamento de qualquer montante devido pelo Emitente nos termos deste Instrumento de Emissão, sem qualquer acréscimo aos valores a serem pagos, até o primeiro Dia Útil subsequente, se a data de vencimento da respectiva obrigação não for um Dia Útil.",LF,ESCRITURA ,prorrogacao_dos_prazos,0.9625014619764062
Direito ao Recebimento dos Pagamentos,LF,ESCRITURA ,direito_ao_recebimento_dos_pagamentos,0.9079433253165015
"Farão jus ao recebimento de qualquer valor devido aos Titulares, nos termos do Instrumento de Emissão, aqueles que forem Titulares no encerramento do Dia Útil imediatamente anterior à respectiva data de pagamento.",LF,ESCRITURA ,direito_ao_recebimento_dos_pagamentos,0.9211814092625641
Amortização do Valor Nominal Unitário,LF,ESCRITURA ,valor_nominal_unitario,0.918407262959141
"Sem prejuízo dos pagamentos em decorrência de vencimento antecipado das obrigações decorrentes das Letras Financeiras, nos termos previstos neste Instrumento de Emissão, e, se assim permitido nos termos deste Instrumento de Emissão, depois de implementada a Condição Suspensiva de Exigibilidade de Vencimento Antecipado, o Valor Nominal Unitário será amortizado em 1 (uma) única parcela, na Data de Vencimento.",LF,ESCRITURA ,resgate_antecipado,0.9686960496143004
Pagamento da Remuneração,LF,ESCRITURA ,pagamento_do_valor_nominal_unitario,0.9585024016395578
"A Remuneração será paga integralmente na Data de Vencimento, exceto em caso de pagamentos em decorrência de vencimento antecipado das obrigações decorrentes das Letras Financeiras, depois de implementada a Condição Suspensiva de Exigibilidade de Vencimento Antecipado.",LF,ESCRITURA ,resgate_antecipado,0.956957493697317
Recompra Facultativa,LF,ESCRITURA ,direito_de_preferencia,0.95094079872369
"Uma vez que as Letras Financeiras serão emitidas sem cláusula de subordinação, conforme disposto na Cláusula 4.4 acima, o Emitente poderá, a qualquer tempo, recomprar Letras Financeiras, desde que por meio de mercado de balcão organizado, operacionalizado e administrado pela B3, no montante de até 5% (cinco por cento) do valor contábil das Letras Financeiras, para efeito de permanência em tesouraria e venda posterior, observadas as restrições impostas pelo artigo 10 da Resolução CMN nº 5.007. As Letras Financeiras adquiridas de terceiros por instituições do mesmo conglomerado prudencial, nos termos da Resolução do CMN nº 4.950, de 30 de setembro de 2021, conforme alterada, e do mesmo conglomerado econômico do Emitente ou por demais entidades submetidas ao controle direto ou indireto do Emitente devem ser consideradas no cômputo do limite de que trata esta Cláusula, nos termos do artigo 10, § 2º, da Resolução CMN nº 5.007.",LF,ESCRITURA ,aquisicao_facultativa,0.9701069361858398
Resgate Antecipado,LF,ESCRITURA ,direito_de_preferencia,0.941225697341207
"Nos termos do artigo 5º da Resolução CMN nº 5.007, é vedado o resgate antecipado, total ou parcial, das Letras Financeiras antes da Data de Vencimento, observado que a vedação não será aplicável se o Emitente efetuar o resgate antecipado para fins de imediata troca do título por outra letra financeira de sua emissão, observado o artigo 5º, § 1º, da Resolução CMN nº 5.007.",LF,ESCRITURA ,colocacao_e_procedimento_de_distribuicao,0.9847798440003265
Amortização Antecipada,LF,ESCRITURA ,direito_de_preferencia,0.9432454336798558
Não poderá ser realizada amortização antecipada extraordinária das Letras Financeiras pelo Emitente.,LF,ESCRITURA ,prazo_e_data_de_vencimento,0.9005705093034645
Repactuação,LF,ESCRITURA ,repactuacao,0.9556066913154347
As Letras Financeiras não serão objeto de repactuação programada.,LF,ESCRITURA ,repactuacao,1.0
Garantias,LF,ESCRITURA ,garantias,0.892191566866209
"As Letras Financeiras não contarão com garantias de nenhuma natureza e/ou qualquer preferência, sendo uma dívida quirografária, sem cláusula de subordinação.",LF,ESCRITURA ,garantias,0.9166100920233693
Encargos Moratórios,LF,ESCRITURA ,direito_de_preferencia,0.9673254572182227
"Sem prejuízo da Remuneração, ocorrendo impontualidade no pagamento pelo Emitente de qualquer quantia devida aos Titulares de Letras Financeiras, os débitos em atraso vencidos e não pagos pelo Emitente ficarão sujeitos, independentemente de aviso, notificação ou interpelação judicial ou extrajudicial, a (i) multa convencional, irredutível e de natureza não compensatória, de 2% (dois por cento); e (ii) juros moratórios à razão de 1% (um por cento) ao mês, desde a data da inadimplência (inclusive) até a data do efetivo pagamento (exclusive), ambos calculados sobre o montante devido e não pago (“Encargos Moratórios”). [Nota Machado Meyer: Companhia, sugerimos seguir com 1%, conforme padrão de mercado.] ",LF,ESCRITURA ,encargos_moratorios,0.984693561175829
Imunidade dos Titulares de Letras Financeiras,LF,ESCRITURA ,destinacao_dos_recursos,0.9469413342700151
"Caso goze de algum tipo de imunidade ou isenção tributária, o Titular de Letras Financeiras deverá encaminhar ao Emitente, no prazo mínimo de 10 (dez) Dias Úteis antes da data prevista para recebimento de valores relativos às Letras Financeiras, documentação comprobatória dessa imunidade ou isenção tributária, sob pena de ter descontado dos seus rendimentos os valores devidos nos termos da legislação tributária em vigor. Caso, no entendimento justificado do Emitente, a documentação comprobatória da imunidade de que trata esta Cláusula não seja suficiente para comprová-la, o pagamento será realizado com a retenção da alíquota dos tributos incidentes.",LF,ESCRITURA ,tratamento_tributario,0.9698255491047434
