paragrafos,produto,tipo,classe,similaridade
"Com base nos Termos de Atualização e nos Termos de Oneração, o Agente Fiduciário deverá verificar se os Documentos Comprobatórios contêm a relação correta dos Bens Alienados efetivamente registrados nos termos da Cláusula 5 abaixo e, caso a relação apresentada pela Alienante possua alguma incongruência no tocante ao enquadramento dos Bens Alienados, o Agente Fiduciário deverá comunicar a Alienante em até 2 (dois) Dias Úteis contados da constatação desse fato sobre a incongruência em questão, sendo certo que a constatação de eventuais incongruências representará o descumprimento de obrigações da Alienante nos termos deste Contrato e poderá, conforme previsto na Escritura, ensejar o vencimento antecipado das Debêntures.",NC,GARANTIAS,deveres,0.9703310132045279
"A Alienante providenciará, às suas expensas, a manutenção de todos os meios físicos e digitais necessários à titularidade, guarda, preservação e organização dos Documentos Comprobatórios.",NC,GARANTIAS,comprovacao_de_titularidade_das_debentures,0.9618167932733229
"Até a quitação integral das Obrigações Garantidas, a Alienante se obriga a adotar todas as medidas e providências adicionais que o Agente Fiduciário possa solicitar, de forma razoável, para obter ou preservar todos os benefícios deste Contrato e os direitos e poderes outorgados por este Contrato com relação aos Bens Alienados. ",NC,GARANTIAS,deveres,0.9549598011179717
"Sem prejuízo do disposto na Cláusula 4 abaixo, caso não haja o prévio consentimento por escrito dos Debenturistas, representados pelo Agente Fiduciário, a Alienante não poderá: (i) alienar (em qualquer grau de prioridade), ceder, ou de qualquer outra forma transferir os Bens Alienados; (ii) criar, incorrer ou permitir a criação de quaisquer ônus, gravames, restrições ou opção em favor de terceiros ou qualquer ação de terceiros com relação a qualquer um dos Bens Alienados, nem sobre qualquer direito a eles relativo; ou (iii) celebrar qualquer contrato ou compromisso que restrinja o direito ou a possibilidade do Agente Fiduciário de vender, ceder ou transferir quaisquer Bens Alienados.",NC,GARANTIAS,do_agente_fiduciario,0.9563540234448316
CLÁUSULA TERCEIRA – REFORÇO DA GARANTIA,NC,GARANTIAS,deveres,0.9494060563893332
"Reforço da Garantia. Nos termos do artigo 1.425 do Código Civil, na hipótese de qualquer Bem Alienado pela Alienante, por força deste Contrato: (i) ser objeto de gravames, ônus, alienação (de qualquer natureza ou grau de prioridade), opção, promessa de compra e venda, penhora, arresto, sequestro ou qualquer medida judicial ou administrativa de efeito similar; (ii) se tornar insuficiente por qualquer motivo, incluindo, mas não se limitando a depreciação devido ao tempo de utilização, roubo, sinistro; (iii) sofrer qualquer dano ou degradação ou, independentemente da ocorrência de sinistro, tornar-se insuficiente; e/ou (iv) deixar de atender ao Valor Mínimo da Garantia (sendo, para tanto, considerado o valor dos Bens Alienados em conjunto, nos termos das Cláusulas 2.2 e 2.3 acima); a Alienante ficará obrigada a substituí-la ou reforçá-la, de modo a recompor integralmente a garantia (“Reforço da Garantia”), observados os termos e condições para realização da substituição e/ou recomposição de garantias e o Limite Máximo de Reforço da Garantia, previstos neste Contrato. ",NC,GARANTIAS,tratamento_tributario,0.9637967097339624
"A ocorrência de qualquer evento que enseje o Reforço da Garantia deverá ser notificada por escrito pela Alienante ao Agente Fiduciário em até 1 (um) Dia Útil a contar de sua inequívoca ciência de tal evento, sob pena de vencimento antecipado das Debêntures, no caso da não realização do Reforço da Garantia, nos termos do artigo 1.425 do Código Civil. ",NC,GARANTIAS,tratamento_tributario,0.948203194253852
"Observado o disposto no artigo 1.425, inciso I, do Código Civil, o Reforço da Garantia deverá ser implementado pela Alienante, em até 15 (quinze) dias contados do envio da notificação mencionada na Cláusula 3.1.1, por meio da alienação fiduciária em garantia de bens adicionais da mesma natureza dos bens alienados na data de assinatura deste Contrato e que atendam aos Critérios de Elegibilidade, observados, para tanto, os procedimentos de formalização e apresentação de novos bens para alienação por meio do Termo de Atualização e do Termo de Oneração, conforme o caso.",NC,GARANTIAS,colocacao_e_procedimento_de_distribuicao,0.9479663510316959
"Caso o Reforço da Garantia seja composto por outros bens de natureza diversa dos Bens Alienados nos termos deste Contrato, os novos bens deverão ser previamente aceitos pelos Debenturistas, reunidos em Assembleia Geral de Debenturistas.",NC,GARANTIAS,deveres,0.9520458257289354
"Independentemente do Reforço da Garantia previsto na Cláusula 3.1 acima, caso o Agente Fiduciário verifique que os Bens Alienados tenham sido sujeitos à qualquer uma das hipóteses (i), (ii), (iii) e (iv) da Cláusula 3.1 acima, em 2 (dois) meses consecutivos ou em 3 (três) meses alternados ao longo da vigência das Debêntures (“Limite Máximo de Reforço de Garantia”), será considerado um descumprimento de obrigação do presente Contrato e, por conseguinte, um Evento de Inadimplemento (conforme definido na Escritura). O Agente Fiduciário deverá, então, convocar Assembleia Geral de Debenturistas, observado o procedimento previsto na Escritura, para deliberar sobre eventual não declaração de vencimento antecipado das Debêntures.",NC,GARANTIAS,substituicao,0.953692363252131
"Caso o atingimento do Limite Máximo de Reforço de Garantia, previsto na Cláusula 3.2 acima, enseje o vencimento antecipado das Debêntures, mediante deliberação da Assembleia Geral de Debenturistas, ou no caso de ocorrência do vencimento final das Debêntures sem que as Obrigações Garantidas tenham sido integralmente quitadas, na forma prevista neste Contrato e na Escritura, observar-se-á o disposto na Cláusula 8 abaixo.",NC,GARANTIAS,resgate_antecipado,0.9658160707161603
CLÁUSULA QUARTA – FIEL DEPOSITÁRIO,NC,GARANTIAS,deveres,0.9400610201051237
"A Alienante deverá conservar a posse direta dos Bens Alienados (sem prejuízo do disposto na Cláusula 4.1.1 abaixo), como fiel depositária, para todos os fins legais, assumindo todas as obrigações estabelecidas nos artigos 627 a 646 do Código Civil, até cumprimento fiel, pontual e integral das Obrigações Garantidas, obrigando-se a manter os Bens Alienados em perfeitas condições de uso, conservação e funcionamento, salvo a depreciação ocasionada por sua utilização no curso normal dos negócios da Alienante, bem como a defendê-los de turbação de terceiros, obrigando-se a substituí-los e/ou repará-los sempre que necessário, em caso de depreciação e/ou degradação dos Bens Alienados, de modo a recompor integralmente a garantia ora outorgada.",NC,GARANTIAS,deveres,0.9626379573203253
"Sem prejuízo do disposto na Cláusula 4.1 acima, a Alienante poderá, durante a vigência da presente Alienação Fiduciária, locar os Bens Alienados a seus clientes. ",NC,GARANTIAS,deposito_para_distribuicao_e_negociacao,0.8836771593717959
"Para os fins dos artigos 640 e 1.363 do Código Civil, os Debenturistas, representados pelo Agente Fiduciário, neste ato, autorizam a Alienante a usar, gozar e auferir proveito econômico dos Bens Alienados, observado, contudo, que a Alienante não poderá transferir a posse direta dos Bens Alienados para terceiros sem a prévia autorização por escrito dos Debenturistas, representados pelo Agente Fiduciário, salvo para fins de locação dos Bens Alienados a clientes da Alienante no curso normal dos seus negócios.",NC,GARANTIAS,colocacao_e_procedimento_de_distribuicao,0.9118410388967468
"A Alienante, neste ato, de forma irrevogável e irretratável, aceita o encargo de fiel depositária dos Bens Alienados a serem alienados, nos termos da lei, bem como assume e aceita as responsabilidades inerentes à conservação dos Bens Alienados, sujeitando-se às sanções daí decorrentes, nos termos dos artigos 627 e seguintes do Código Civil, não podendo dispor dos Bens Alienados a qualquer título, até que sejam integralmente quitadas as Obrigações Garantidas, sem a prévia e expressa anuência do Agente Fiduciário, conforme deliberação dos Debenturistas em Assembleia Geral de Debenturistas.",NC,GARANTIAS,deveres,0.9625732300067095
"Fica desde já estabelecido que a Alienante, na qualidade de fiel depositária dos Bens Alienados a serem alienados, apenas poderá ser substituída mediante autorização prévia, por escrito, do Agente Fiduciário, mediante aprovação dos Debenturistas, reunidos em Assembleia Geral de Debenturistas.",NC,GARANTIAS,nomeacao,0.9614922492346931
"Salvo no caso de locação a clientes da Alienante, nos termos previstos neste Contrato, os Bens Alienados deverão ser mantidos nas localidades das unidades produtivas da Alienante, e não poderão ser transferidos sem a prévia anuência, por escrito, dos Debenturistas representados pelo Agente Fiduciário.",NC,GARANTIAS,colocacao_e_procedimento_de_distribuicao,0.921118254223357
"Para fins deste Contrato, fica acordado desde já que o Agente Fiduciário, ou qualquer terceiro por ele designado, e contratado às expensas da Alienante, está autorizado, em caso de solicitação de qualquer Debenturista, a qualquer tempo dentro do horário comercial, mediante aviso prévio à Alienante com antecedência mínima de 10 (dez) Dias Úteis: (i) a inspecionar e verificar a condição dos Bens Alienados, desde que tal inspeção não interfira no regular desenvolvimento das atividades da Alienante e esteja em conformidade com a dinâmica da operação da Alienante; e (ii) a inspecionar e obter cópia dos Documentos Comprobatórios, inclusive de documentação relativa ao pagamento de todos e quaisquer tributos incidentes sobre os Bens Alienados. Uma vez notificada a Alienante pelo Agente Fiduciário, caberá a Alienante, coordenar para que o Bem Alienado permaneça onde estiver até a realização da inspeção de que trata esta Cláusula 4.3 pelo Agente Fiduciário.",NC,GARANTIAS,comprovacao_de_titularidade_das_debentures,0.9805907186839086
"CLÁUSULA QUINTA - AVERBAÇÃO, REGISTRO E CONSENTIMENTOS ",NC,GARANTIAS,plano_de_distribuicao,0.889728462075885
"Registro em RTD. A Alienante, a suas expensas, deverá obter todos os registros, autorizações e averbações que vierem a ser exigidos pelas leis aplicáveis, para o fim de formalizar o ônus instituído pelo presente Contrato, incluindo-se, entre outros: ",NC,GARANTIAS,quorum_de_instalacao,0.89322074150351
"apresentar o presente Contrato para registro, no prazo de 5 (cinco) Dias Úteis contados da assinatura deste Contrato, no competente Cartório de Registro de Títulos e Documentos da cidade de  Estado de  (“Cartório RTD”), bem como apresentar para registro seus eventuais aditamentos no Cartório RTD no prazo de 5 (cinco) Dias Úteis contados de suas respectivas assinaturas, observado que, em qualquer caso, os registros deste Contrato e de seus eventuais aditamentos perante o Cartório RTD deverão sempre ocorrer em até 15 (quinze) dias corridos contados da data de sua respectiva assinatura, prorrogáveis pelo mesmo prazo no caso de apresentação de exigências adicionais pelos Cartórios RTD; ",NC,GARANTIAS,arquivamento_na_junta_comercial,0.9566750269630544
realizar a averbação dos Termos de Oneração no Cartório RTD em até 15 (quinze) dias subsequentes a sua assinatura; ,NC,GARANTIAS,arquivamento_na_junta_comercial,0.9272079580955547
"entregar ao Agente Fiduciário, no prazo de até 2 (dois) Dias Úteis a contar da data de assinatura deste Contrato, de qualquer aditamento, ou do Termo de Oneração, o protocolo de registro deste Contrato, de qualquer aditamento no Cartório RTD, ou do Termo de Oneração;",NC,GARANTIAS,inscricao_desta_escritura_de_emissao_e_seus_eventuais_aditamentos,0.9766775810271756
"apresentar ao Agente Fiduciário, em até 2 (dois) Dias Úteis contados da data de obtenção de cada um dos registros a que se referem as alíneas “(a)” e “(b)” acima, 1 (uma) via original ou cópia eletrônica (PDF), conforme o caso, registrada deste Contrato, seus respectivos aditamentos, ou do Termo de Oneração, conforme o caso, perante o Cartório RTD.",NC,GARANTIAS,inscricao_desta_escritura_de_emissao_e_seus_eventuais_aditamentos,0.9721067860352419
"A Alienante se compromete ainda a, tempestivamente, atender às eventuais exigências que sejam feitas pelo Cartório RTD para que o efetivo registro e/ou averbação aqui previstos sejam cumpridos dentro do prazo mencionado no item (a) da Cláusula 5.1 acima. ",NC,GARANTIAS,do_agente_fiduciario,0.9415364882590243
